Class;Start time;Stop time
other;2017-01-31 23:19:43.008;2017-01-31 23:21:19.588
toothbrushing;2017-01-31 23:21:19.608;2017-01-31 23:22:31.048
other;2017-01-31 23:22:31.068;2017-01-31 23:22:50.268
shaving;2017-01-31 23:22:50.288;2017-01-31 23:24:02.688
other;2017-01-31 23:24:02.708;2017-01-31 23:24:38.568
absence;2017-01-31 23:24:38.588;2017-02-01 10:52:34.188
vacuumcleaner;2017-02-01 10:52:34.208;2017-02-01 10:53:06.848
absence;2017-02-01 10:53:06.868;2017-02-01 10:56:25.888
other;2017-02-01 10:56:25.908;2017-02-01 10:56:54.888
toothbrushing;2017-02-01 10:56:54.908;2017-02-01 10:58:11.668
other;2017-02-01 10:58:11.688;2017-02-01 10:58:15.588
shaving;2017-02-01 10:58:15.608;2017-02-01 10:59:58.148
other;2017-02-01 10:59:58.168;2017-02-01 11:00:15.568
absence;2017-02-01 11:00:15.588;2017-02-01 11:45:10.508
other;2017-02-01 11:45:10.528;2017-02-01 11:47:04.568
absence;2017-02-01 11:47:04.588;2017-02-01 14:06:33.728
other;2017-02-01 14:06:33.748;2017-02-01 14:06:53.248
showering;2017-02-01 14:06:53.268;2017-02-01 14:13:49.668
other;2017-02-01 14:13:49.688;2017-02-01 14:14:07.628
getting dry;2017-02-01 14:14:07.648;2017-02-01 14:15:39.328
other;2017-02-01 14:15:39.348;2017-02-01 14:16:10.948
absence;2017-02-01 14:16:10.968;2017-02-01 14:29:24.368
other;2017-02-01 14:29:24.388;2017-02-01 14:30:49.708
absence;2017-02-01 14:30:49.728;2017-02-01 14:36:12.788
vacuumcleaner;2017-02-01 14:36:12.808;2017-02-01 14:36:42.728
absence;2017-02-01 14:36:42.748;2017-02-01 15:32:19.328
dont use;2017-02-01 15:32:19.348;2017-02-01 16:34:13.428
absence;2017-02-01 16:34:13.448;2017-02-02 00:03:52.728
vacuumcleaner;2017-02-02 00:03:52.748;2017-02-02 00:04:33.288
absence;2017-02-02 00:04:33.308;2017-02-02 00:07:55.248
other;2017-02-02 00:07:55.268;2017-02-02 00:08:31.748
toothbrushing;2017-02-02 00:08:31.768;2017-02-02 00:10:12.368
other;2017-02-02 00:10:12.388;2017-02-02 00:10:17.788
shaving;2017-02-02 00:10:17.808;2017-02-02 00:12:00.228
other;2017-02-02 00:12:00.248;2017-02-02 00:12:29.928
absence;2017-02-02 00:12:29.948;2017-02-02 08:16:51.048
other;2017-02-02 08:16:51.068;2017-02-02 08:17:10.068
showering;2017-02-02 08:17:10.088;2017-02-02 08:19:58.908
other;2017-02-02 08:19:58.928;2017-02-02 08:20:04.628
getting dry;2017-02-02 08:20:04.648;2017-02-02 08:21:18.288
other;2017-02-02 08:21:18.308;2017-02-02 08:21:56.228
toothbrushing;2017-02-02 08:21:56.248;2017-02-02 08:23:24.108
other;2017-02-02 08:23:24.128;2017-02-02 08:23:34.168
absence;2017-02-02 08:23:34.188;2017-02-02 18:38:54.108
other;2017-02-02 18:38:54.128;2017-02-02 18:39:22.608
toothbrushing;2017-02-02 18:39:22.628;2017-02-02 18:40:45.788
other;2017-02-02 18:40:45.808;2017-02-02 18:40:51.468
shaving;2017-02-02 18:40:51.488;2017-02-02 18:42:42.768
other;2017-02-02 18:42:42.788;2017-02-02 18:42:59.808
absence;2017-02-02 18:42:59.828;2017-02-02 22:08:40.828
vacuumcleaner;2017-02-02 22:08:40.848;2017-02-02 22:09:39.888
absence;2017-02-02 22:09:39.908;2017-02-02 22:15:46.848
other;2017-02-02 22:15:46.868;2017-02-02 22:16:21.528
showering;2017-02-02 22:16:21.548;2017-02-02 22:25:32.948
other;2017-02-02 22:25:32.968;2017-02-02 22:25:53.548
getting dry;2017-02-02 22:25:53.568;2017-02-02 22:27:25.648
other;2017-02-02 22:27:25.668;2017-02-02 22:28:00.668
toothbrushing;2017-02-02 22:28:00.688;2017-02-02 22:29:28.568
other;2017-02-02 22:29:28.588;2017-02-02 22:29:51.208
shaving;2017-02-02 22:29:51.228;2017-02-02 22:31:17.908
other;2017-02-02 22:31:17.928;2017-02-02 22:31:33.248
absence;2017-02-02 22:31:33.268;2017-02-03 12:46:54.188
vacuumcleaner;2017-02-03 12:46:54.208;2017-02-03 12:47:39.608
absence;2017-02-03 12:47:39.628;2017-02-03 12:51:53.068
other;2017-02-03 12:51:53.088;2017-02-03 12:52:15.248
showering;2017-02-03 12:52:15.268;2017-02-03 13:00:28.148
other;2017-02-03 13:00:28.168;2017-02-03 13:00:35.748
getting dry;2017-02-03 13:00:35.768;2017-02-03 13:02:37.588
other;2017-02-03 13:02:37.608;2017-02-03 13:03:13.328
toothbrushing;2017-02-03 13:03:13.348;2017-02-03 13:04:44.028
other;2017-02-03 13:04:44.048;2017-02-03 13:04:52.888
shaving;2017-02-03 13:04:52.908;2017-02-03 13:06:23.488
other;2017-02-03 13:06:23.508;2017-02-03 13:06:43.948
absence;2017-02-03 13:06:43.968;2017-02-03 22:53:13.908
other;2017-02-03 22:53:13.928;2017-02-03 22:53:28.048
toothbrushing;2017-02-03 22:53:28.068;2017-02-03 22:54:58.308
other;2017-02-03 22:54:58.328;2017-02-03 22:55:02.248
shaving;2017-02-03 22:55:02.268;2017-02-03 22:56:32.848
other;2017-02-03 22:56:32.868;2017-02-03 22:56:50.788
absence;2017-02-03 22:56:50.808;2017-02-04 02:09:40.788
vacuumcleaner;2017-02-04 02:09:40.808;2017-02-04 02:10:23.088
absence;2017-02-04 02:10:23.108;2017-02-04 12:15:15.568
vacuumcleaner;2017-02-04 12:15:15.588;2017-02-04 12:17:38.248
absence;2017-02-04 12:17:38.268;2017-02-04 13:42:33.148
other;2017-02-04 13:42:33.168;2017-02-04 13:42:50.148
showering;2017-02-04 13:42:50.168;2017-02-04 13:50:46.288
other;2017-02-04 13:50:46.308;2017-02-04 13:50:58.428
getting dry;2017-02-04 13:50:58.448;2017-02-04 13:52:23.528
other;2017-02-04 13:52:23.548;2017-02-04 13:52:41.448
toothbrushing;2017-02-04 13:52:41.468;2017-02-04 13:54:41.328
other;2017-02-04 13:54:41.348;2017-02-04 13:54:47.468
shaving;2017-02-04 13:54:47.488;2017-02-04 13:56:32.448
other;2017-02-04 13:56:32.468;2017-02-04 13:57:01.088
absence;2017-02-04 13:57:01.108;2017-02-04 15:24:19.168
other;2017-02-04 15:24:19.188;2017-02-04 15:24:49.288
toothbrushing;2017-02-04 15:24:49.308;2017-02-04 15:26:14.368
other;2017-02-04 15:26:14.388;2017-02-04 15:26:24.788
absence;2017-02-04 15:26:24.808;2017-02-04 16:31:49.088
other;2017-02-04 16:31:49.108;2017-02-04 16:31:59.588
toothbrushing;2017-02-04 16:31:59.608;2017-02-04 16:33:44.988
other;2017-02-04 16:33:45.008;2017-02-04 16:33:59.748
absence;2017-02-04 16:33:59.768;2017-02-04 22:48:49.968
other;2017-02-04 22:48:49.988;2017-02-04 22:49:22.308
toothbrushing;2017-02-04 22:49:22.328;2017-02-04 22:51:05.348
other;2017-02-04 22:51:05.368;2017-02-04 22:51:18.828
absence;2017-02-04 22:51:18.848;2017-02-04 23:53:02.128
other;2017-02-04 23:53:02.148;2017-02-04 23:53:23.568
showering;2017-02-04 23:53:23.588;2017-02-04 23:58:23.548
other;2017-02-04 23:58:23.568;2017-02-04 23:58:51.208
getting dry;2017-02-04 23:58:51.228;2017-02-05 00:00:53.108
other;2017-02-05 00:00:53.128;2017-02-05 00:01:02.708
toothbrushing;2017-02-05 00:01:02.728;2017-02-05 00:02:04.948
other;2017-02-05 00:02:04.968;2017-02-05 00:02:29.488
absence;2017-02-05 00:02:29.508;2017-02-05 09:03:27.788
other;2017-02-05 09:03:27.808;2017-02-05 09:03:51.148
showering;2017-02-05 09:03:51.168;2017-02-05 09:12:43.728
other;2017-02-05 09:12:43.748;2017-02-05 09:13:00.668
getting dry;2017-02-05 09:13:00.688;2017-02-05 09:14:36.908
other;2017-02-05 09:14:36.928;2017-02-05 09:14:54.828
toothbrushing;2017-02-05 09:14:54.848;2017-02-05 09:16:18.148
other;2017-02-05 09:16:18.168;2017-02-05 09:16:22.208
shaving;2017-02-05 09:16:22.228;2017-02-05 09:18:32.408
other;2017-02-05 09:18:32.428;2017-02-05 09:18:55.848
absence;2017-02-05 09:18:55.868;2017-02-05 09:32:22.528
