Class;Start time;Stop time
other;2017-01-31 00:04:29.408;2017-01-31 00:06:34.208
working;2017-01-31 00:06:34.228;2017-01-31 00:08:13.008
other;2017-01-31 00:08:13.028;2017-01-31 00:08:38.128
watching tv;2017-01-31 00:08:38.148;2017-01-31 01:51:32.248
other;2017-01-31 01:51:32.268;2017-01-31 01:52:05.328
absence;2017-01-31 01:52:05.348;2017-01-31 09:05:00.428
other;2017-01-31 09:05:00.448;2017-01-31 09:06:53.408
working;2017-01-31 09:06:53.428;2017-01-31 09:17:58.068
other;2017-01-31 09:17:58.088;2017-01-31 09:19:28.368
calling;2017-01-31 09:19:28.388;2017-01-31 10:25:38.868
other;2017-01-31 10:25:38.888;2017-01-31 10:26:47.668
cooking;2017-01-31 10:26:47.688;2017-01-31 10:40:41.488
other;2017-01-31 10:40:41.508;2017-01-31 10:40:52.368
eating;2017-01-31 10:40:52.388;2017-01-31 10:46:16.008
other;2017-01-31 10:46:16.028;2017-01-31 10:46:58.068
working;2017-01-31 10:46:58.088;2017-01-31 11:42:48.088
other;2017-01-31 11:42:48.108;2017-01-31 11:43:12.228
absence;2017-01-31 11:43:12.248;2017-01-31 11:57:54.148
other;2017-01-31 11:57:54.168;2017-01-31 11:58:09.468
working;2017-01-31 11:58:09.488;2017-01-31 12:00:33.188
other;2017-01-31 12:00:33.208;2017-01-31 12:01:55.368
absence;2017-01-31 12:01:55.388;2017-01-31 18:33:43.768
other;2017-01-31 18:33:43.788;2017-01-31 18:35:17.988
absence;2017-01-31 18:35:18.008;2017-01-31 18:42:28.028
other;2017-01-31 18:42:28.048;2017-01-31 18:42:57.588
calling;2017-01-31 18:42:57.608;2017-01-31 18:46:13.148
other;2017-01-31 18:46:13.168;2017-01-31 18:49:04.888
calling;2017-01-31 18:49:04.908;2017-01-31 18:53:07.728
other;2017-01-31 18:53:07.748;2017-01-31 18:55:30.048
working;2017-01-31 18:55:30.068;2017-01-31 19:02:25.348
other;2017-01-31 19:02:25.368;2017-01-31 19:03:37.988
working;2017-01-31 19:03:38.008;2017-01-31 19:10:05.608
other;2017-01-31 19:10:05.628;2017-01-31 19:10:29.868
absence;2017-01-31 19:10:29.888;2017-01-31 19:13:05.388
other;2017-01-31 19:13:05.408;2017-01-31 19:13:26.408
working;2017-01-31 19:13:26.428;2017-01-31 19:16:34.528
calling;2017-01-31 19:16:33.828;2017-01-31 19:19:08.928
other;2017-01-31 19:19:08.948;2017-01-31 19:21:47.928
calling;2017-01-31 19:21:47.948;2017-01-31 19:25:04.648
other;2017-01-31 19:25:04.668;2017-01-31 19:25:55.108
working;2017-01-31 19:25:55.128;2017-01-31 19:30:07.108
other;2017-01-31 19:30:07.128;2017-01-31 19:30:07.448
calling;2017-01-31 19:30:07.468;2017-01-31 19:31:38.988
other;2017-01-31 19:31:39.008;2017-01-31 19:31:43.848
working;2017-01-31 19:31:43.868;2017-01-31 19:39:43.308
other;2017-01-31 19:39:43.328;2017-01-31 19:39:59.668
calling;2017-01-31 19:39:59.688;2017-01-31 19:46:06.688
other;2017-01-31 19:46:06.708;2017-01-31 19:46:17.308
working;2017-01-31 19:46:17.328;2017-01-31 19:59:19.328
other;2017-01-31 19:59:19.348;2017-01-31 19:59:44.408
absence;2017-01-31 19:59:44.428;2017-01-31 20:01:33.948
other;2017-01-31 20:01:33.968;2017-01-31 20:02:10.948
dishwashing;2017-01-31 20:02:10.968;2017-01-31 20:08:40.228
other;2017-01-31 20:08:40.248;2017-01-31 20:08:46.688
cooking;2017-01-31 20:08:46.708;2017-01-31 20:38:06.488
other;2017-01-31 20:38:06.508;2017-01-31 20:38:20.448
eating;2017-01-31 20:38:20.468;2017-01-31 20:56:24.528
other;2017-01-31 20:56:24.548;2017-01-31 20:56:38.928
dishwashing;2017-01-31 20:56:38.948;2017-01-31 21:03:52.068
other;2017-01-31 21:03:52.088;2017-01-31 21:04:09.848
absence;2017-01-31 21:04:09.868;2017-01-31 21:07:46.748
other;2017-01-31 21:07:46.768;2017-01-31 21:08:01.608
working;2017-01-31 21:08:01.628;2017-01-31 21:41:47.888
other;2017-01-31 21:41:47.908;2017-01-31 21:42:23.128
calling;2017-01-31 21:42:23.148;2017-01-31 21:48:15.608
other;2017-01-31 21:48:15.628;2017-01-31 21:48:28.708
working;2017-01-31 21:48:28.728;2017-01-31 22:15:16.768
other;2017-01-31 22:15:16.788;2017-01-31 22:15:43.848
calling;2017-01-31 22:15:43.868;2017-01-31 22:18:44.188
other;2017-01-31 22:18:44.208;2017-01-31 22:19:35.248
working;2017-01-31 22:19:35.268;2017-01-31 22:46:59.468
other;2017-01-31 22:46:59.488;2017-01-31 22:47:28.788
absence;2017-01-31 22:47:28.808;2017-01-31 22:50:45.688
other;2017-01-31 22:50:45.708;2017-01-31 22:51:37.588
absence;2017-01-31 22:51:37.608;2017-01-31 22:51:43.208
other;2017-01-31 22:51:43.228;2017-01-31 22:52:16.388
absence;2017-01-31 22:52:16.408;2017-01-31 23:26:03.068
other;2017-01-31 23:26:03.088;2017-01-31 23:26:36.548
working;2017-01-31 23:26:36.568;2017-01-31 23:42:30.228
other;2017-01-31 23:42:30.248;2017-01-31 23:44:15.728
watching tv;2017-01-31 23:44:15.748;2017-02-01 01:39:12.808
other;2017-02-01 01:39:12.828;2017-02-01 01:39:44.068
absence;2017-02-01 01:39:44.088;2017-02-01 10:13:11.628
other;2017-02-01 10:13:11.648;2017-02-01 10:14:32.768
cooking;2017-02-01 10:14:32.788;2017-02-01 10:32:24.648
other;2017-02-01 10:32:24.668;2017-02-01 10:32:35.228
eating;2017-02-01 10:32:35.248;2017-02-01 10:41:31.928
other;2017-02-01 10:41:31.948;2017-02-01 10:42:23.728
dishwashing;2017-02-01 10:42:23.748;2017-02-01 10:49:36.948
other;2017-02-01 10:49:36.968;2017-02-01 10:49:55.628
vacuumcleaner;2017-02-01 10:49:55.648;2017-02-01 10:56:12.428
other;2017-02-01 10:56:12.448;2017-02-01 10:56:25.488
absence;2017-02-01 10:56:25.508;2017-02-01 11:00:18.648
other;2017-02-01 11:00:18.668;2017-02-01 11:00:31.628
working;2017-02-01 11:00:31.648;2017-02-01 11:44:59.248
other;2017-02-01 11:44:59.268;2017-02-01 11:45:09.968
absence;2017-02-01 11:45:09.988;2017-02-01 11:47:09.608
other;2017-02-01 11:47:09.628;2017-02-01 11:47:30.828
working;2017-02-01 11:47:30.848;2017-02-01 12:46:12.008
other;2017-02-01 12:46:12.028;2017-02-01 12:46:52.068
absence;2017-02-01 12:46:52.088;2017-02-01 12:52:13.908
other;2017-02-01 12:52:13.928;2017-02-01 12:52:59.488
absence;2017-02-01 12:52:59.508;2017-02-01 13:56:35.288
other;2017-02-01 13:56:35.308;2017-02-01 13:58:30.788
calling;2017-02-01 13:58:30.808;2017-02-01 14:03:19.148
other;2017-02-01 14:03:19.168;2017-02-01 14:05:11.168
absence;2017-02-01 14:05:11.188;2017-02-01 14:19:25.788
other;2017-02-01 14:19:25.808;2017-02-01 14:20:31.288
calling;2017-02-01 14:20:31.308;2017-02-01 14:21:42.148
other;2017-02-01 14:21:42.168;2017-02-01 14:26:04.008
working;2017-02-01 14:26:04.028;2017-02-01 14:28:29.808
other;2017-02-01 14:28:29.828;2017-02-01 14:29:23.528
absence;2017-02-01 14:29:23.548;2017-02-01 14:30:54.668
other;2017-02-01 14:30:54.688;2017-02-01 14:31:03.068
working;2017-02-01 14:31:03.088;2017-02-01 14:34:05.988
other;2017-02-01 14:34:06.008;2017-02-01 14:34:40.508
vacuumcleaner;2017-02-01 14:34:40.528;2017-02-01 14:39:04.388
other;2017-02-01 14:39:04.408;2017-02-01 14:39:44.408
cooking;2017-02-01 14:39:44.428;2017-02-01 14:52:52.148
other;2017-02-01 14:52:52.168;2017-02-01 14:52:58.988
eating;2017-02-01 14:52:59.008;2017-02-01 14:57:55.948
other;2017-02-01 14:57:55.968;2017-02-01 14:58:37.808
calling;2017-02-01 14:58:37.828;2017-02-01 14:58:56.788
other;2017-02-01 14:58:56.808;2017-02-01 15:00:12.088
absence;2017-02-01 15:00:12.108;2017-02-01 15:07:47.408
visit;2017-02-01 15:07:47.428;2017-02-01 15:28:56.468
absence;2017-02-01 15:28:56.488;2017-02-01 15:32:19.328
dont use;2017-02-01 15:32:19.348;2017-02-01 16:34:13.428
absence;2017-02-01 16:34:13.448;2017-02-01 16:55:03.868
visit;2017-02-01 16:55:03.888;2017-02-01 17:36:57.148
other;2017-02-01 17:36:57.168;2017-02-01 17:40:01.908
absence;2017-02-01 17:40:01.928;2017-02-01 18:12:22.808
other;2017-02-01 18:12:22.828;2017-02-01 18:13:31.688
calling;2017-02-01 18:13:31.708;2017-02-01 18:26:41.928
other;2017-02-01 18:26:41.948;2017-02-01 18:29:20.708
cooking;2017-02-01 18:29:20.728;2017-02-01 19:00:36.188
other;2017-02-01 19:00:36.208;2017-02-01 19:00:39.428
eating;2017-02-01 19:00:39.448;2017-02-01 19:11:03.428
other;2017-02-01 19:11:03.448;2017-02-01 19:11:04.088
dishwashing;2017-02-01 19:11:04.108;2017-02-01 19:17:27.068
other;2017-02-01 19:17:27.088;2017-02-01 19:17:46.548
watching tv;2017-02-01 19:17:46.568;2017-02-01 22:22:41.668
other;2017-02-01 22:22:41.688;2017-02-01 22:23:17.108
cooking;2017-02-01 22:23:17.128;2017-02-01 22:29:24.688
eating;2017-02-01 22:29:23.348;2017-02-01 22:34:34.708
other;2017-02-01 22:34:34.728;2017-02-01 22:34:49.148
watching tv;2017-02-01 22:34:49.168;2017-02-02 00:01:29.088
other;2017-02-02 00:01:29.108;2017-02-02 00:01:49.228
vacuumcleaner;2017-02-02 00:01:49.248;2017-02-02 00:06:22.808
other;2017-02-02 00:06:22.828;2017-02-02 00:06:38.128
absence;2017-02-02 00:06:38.148;2017-02-02 00:12:34.468
other;2017-02-02 00:12:34.488;2017-02-02 00:13:19.988
working;2017-02-02 00:13:20.008;2017-02-02 02:29:10.868
other;2017-02-02 02:29:10.888;2017-02-02 02:29:37.588
watching tv;2017-02-02 02:29:37.608;2017-02-02 03:19:49.908
other;2017-02-02 03:19:49.928;2017-02-02 03:20:03.548
absence;2017-02-02 03:20:03.568;2017-02-02 07:57:41.248
other;2017-02-02 07:57:41.268;2017-02-02 07:58:51.128
cooking;2017-02-02 07:58:51.148;2017-02-02 08:07:54.068
other;2017-02-02 08:07:54.088;2017-02-02 08:08:03.268
eating;2017-02-02 08:08:03.288;2017-02-02 08:15:25.028
other;2017-02-02 08:15:25.048;2017-02-02 08:15:51.828
absence;2017-02-02 08:15:51.848;2017-02-02 08:25:02.468
other;2017-02-02 08:25:02.488;2017-02-02 08:29:25.888
absence;2017-02-02 08:29:25.908;2017-02-02 14:59:20.228
visit;2017-02-02 14:59:20.248;2017-02-02 15:08:41.648
absence;2017-02-02 15:08:41.668;2017-02-02 15:10:34.968
other;2017-02-02 15:10:34.988;2017-02-02 15:11:31.828
absence;2017-02-02 15:11:31.848;2017-02-02 17:31:01.468
other;2017-02-02 17:31:01.488;2017-02-02 17:36:58.368
absence;2017-02-02 17:36:58.388;2017-02-02 17:37:13.708
other;2017-02-02 17:37:13.728;2017-02-02 17:38:44.108
dishwashing;2017-02-02 17:38:44.128;2017-02-02 17:47:43.168
other;2017-02-02 17:47:43.188;2017-02-02 17:47:50.628
cooking;2017-02-02 17:47:50.648;2017-02-02 18:15:42.508
other;2017-02-02 18:15:42.528;2017-02-02 18:15:47.168
eating;2017-02-02 18:15:47.188;2017-02-02 18:28:42.428
other;2017-02-02 18:28:42.448;2017-02-02 18:28:59.948
dishwashing;2017-02-02 18:28:59.968;2017-02-02 18:36:57.208
other;2017-02-02 18:36:57.228;2017-02-02 18:37:16.508
absence;2017-02-02 18:37:16.528;2017-02-02 18:43:03.488
other;2017-02-02 18:43:03.508;2017-02-02 18:43:48.888
watching tv;2017-02-02 18:43:48.908;2017-02-02 21:56:55.688
other;2017-02-02 21:56:55.708;2017-02-02 21:57:41.008
absence;2017-02-02 21:57:41.028;2017-02-02 22:03:59.388
other;2017-02-02 22:03:59.408;2017-02-02 22:04:43.468
vacuumcleaner;2017-02-02 22:04:43.488;2017-02-02 22:12:43.408
other;2017-02-02 22:12:43.428;2017-02-02 22:14:37.008
absence;2017-02-02 22:14:37.028;2017-02-02 22:33:48.928
other;2017-02-02 22:33:48.948;2017-02-02 22:37:48.888
working;2017-02-02 22:37:48.908;2017-02-03 00:51:36.468
other;2017-02-03 00:51:36.488;2017-02-03 00:52:00.588
watching tv;2017-02-03 00:52:00.608;2017-02-03 02:32:02.748
other;2017-02-03 02:32:02.768;2017-02-03 02:32:25.408
absence;2017-02-03 02:32:25.428;2017-02-03 10:46:20.368
other;2017-02-03 10:46:20.388;2017-02-03 10:48:36.808
cooking;2017-02-03 10:48:36.828;2017-02-03 10:56:24.248
eating;2017-02-03 10:56:20.828;2017-02-03 11:03:37.388
other;2017-02-03 11:03:37.408;2017-02-03 11:04:05.708
dishwashing;2017-02-03 11:04:05.728;2017-02-03 11:09:26.268
other;2017-02-03 11:09:26.288;2017-02-03 11:10:19.668
calling;2017-02-03 11:10:19.688;2017-02-03 11:17:21.308
other;2017-02-03 11:17:21.328;2017-02-03 11:17:46.128
working;2017-02-03 11:17:46.148;2017-02-03 12:31:00.508
other;2017-02-03 12:31:00.528;2017-02-03 12:31:19.528
absence;2017-02-03 12:31:19.548;2017-02-03 12:37:03.848
other;2017-02-03 12:37:03.868;2017-02-03 12:37:31.788
working;2017-02-03 12:37:31.808;2017-02-03 12:42:54.628
other;2017-02-03 12:42:54.648;2017-02-03 12:43:13.328
vacuumcleaner;2017-02-03 12:43:13.348;2017-02-03 12:50:12.888
other;2017-02-03 12:50:12.908;2017-02-03 12:50:38.048
absence;2017-02-03 12:50:38.068;2017-02-03 13:09:07.408
other;2017-02-03 13:09:07.428;2017-02-03 13:09:43.188
cooking;2017-02-03 13:09:43.208;2017-02-03 13:21:05.688
other;2017-02-03 13:21:05.708;2017-02-03 13:21:15.468
eating;2017-02-03 13:21:15.488;2017-02-03 13:25:06.868
other;2017-02-03 13:25:06.888;2017-02-03 13:25:35.748
calling;2017-02-03 13:25:35.768;2017-02-03 13:25:55.068
other;2017-02-03 13:25:55.088;2017-02-03 13:26:29.688
absence;2017-02-03 13:26:29.708;2017-02-03 13:31:03.788
visit;2017-02-03 13:31:03.808;2017-02-03 13:38:59.368
absence;2017-02-03 13:38:59.388;2017-02-03 14:58:11.748
visit;2017-02-03 14:58:11.768;2017-02-03 15:03:17.408
absence;2017-02-03 15:03:17.428;2017-02-03 17:24:29.468
visit;2017-02-03 17:24:29.488;2017-02-03 17:25:58.708
absence;2017-02-03 17:25:58.728;2017-02-03 17:43:39.148
other;2017-02-03 17:43:39.168;2017-02-03 17:44:12.528
working;2017-02-03 17:44:12.548;2017-02-03 17:45:37.068
other;2017-02-03 17:45:37.088;2017-02-03 17:46:14.448
dishwashing;2017-02-03 17:46:14.468;2017-02-03 17:50:48.728
other;2017-02-03 17:50:48.748;2017-02-03 17:50:57.528
cooking;2017-02-03 17:50:57.548;2017-02-03 18:14:31.128
other;2017-02-03 18:14:31.148;2017-02-03 18:14:40.148
eating;2017-02-03 18:14:40.168;2017-02-03 18:24:46.268
other;2017-02-03 18:24:46.288;2017-02-03 18:25:33.428
dishwashing;2017-02-03 18:25:33.448;2017-02-03 18:29:36.628
other;2017-02-03 18:29:36.648;2017-02-03 18:29:50.888
absence;2017-02-03 18:29:50.908;2017-02-03 18:35:48.328
other;2017-02-03 18:35:48.348;2017-02-03 18:36:13.228
watching tv;2017-02-03 18:36:13.248;2017-02-03 22:16:01.888
other;2017-02-03 22:16:01.908;2017-02-03 22:16:55.008
working;2017-02-03 22:16:55.028;2017-02-03 22:51:33.168
other;2017-02-03 22:51:33.188;2017-02-03 22:51:49.348
absence;2017-02-03 22:51:49.368;2017-02-03 22:56:54.868
other;2017-02-03 22:56:54.888;2017-02-03 22:57:18.048
working;2017-02-03 22:57:18.068;2017-02-04 02:05:28.308
other;2017-02-04 02:05:28.328;2017-02-04 02:06:04.588
vacuumcleaner;2017-02-04 02:06:04.608;2017-02-04 02:13:16.148
other;2017-02-04 02:13:16.168;2017-02-04 02:13:51.468
watching tv;2017-02-04 02:13:51.488;2017-02-04 08:37:21.188
other;2017-02-04 08:37:21.208;2017-02-04 08:37:40.608
absence;2017-02-04 08:37:40.628;2017-02-04 11:40:30.608
other;2017-02-04 11:40:30.628;2017-02-04 11:43:21.628
cooking;2017-02-04 11:43:21.648;2017-02-04 11:58:52.428
other;2017-02-04 11:58:52.448;2017-02-04 11:59:04.608
eating;2017-02-04 11:59:04.628;2017-02-04 12:05:15.368
other;2017-02-04 12:05:15.388;2017-02-04 12:05:33.868
dishwashing;2017-02-04 12:05:33.888;2017-02-04 12:11:56.968
other;2017-02-04 12:11:56.988;2017-02-04 12:12:27.588
vacuumcleaner;2017-02-04 12:12:27.608;2017-02-04 12:19:58.428
other;2017-02-04 12:19:58.448;2017-02-04 12:20:11.148
working;2017-02-04 12:20:11.168;2017-02-04 13:40:35.288
other;2017-02-04 13:40:35.308;2017-02-04 13:41:15.208
absence;2017-02-04 13:41:15.228;2017-02-04 13:58:28.128
other;2017-02-04 13:58:28.148;2017-02-04 13:58:49.508
working;2017-02-04 13:58:49.528;2017-02-04 14:09:37.288
other;2017-02-04 14:09:37.308;2017-02-04 14:09:58.348
calling;2017-02-04 14:09:58.368;2017-02-04 14:17:39.128
other;2017-02-04 14:17:39.148;2017-02-04 14:17:45.308
working;2017-02-04 14:17:45.328;2017-02-04 14:36:08.608
other;2017-02-04 14:36:08.628;2017-02-04 14:36:24.468
cooking;2017-02-04 14:36:24.488;2017-02-04 14:56:20.788
other;2017-02-04 14:56:20.808;2017-02-04 14:56:26.588
eating;2017-02-04 14:56:26.608;2017-02-04 15:09:35.548
other;2017-02-04 15:09:35.568;2017-02-04 15:10:18.128
dishwashing;2017-02-04 15:10:18.148;2017-02-04 15:16:03.408
other;2017-02-04 15:16:03.428;2017-02-04 15:16:22.908
absence;2017-02-04 15:16:22.928;2017-02-04 15:26:28.688
other;2017-02-04 15:26:28.708;2017-02-04 15:26:40.788
working;2017-02-04 15:26:40.808;2017-02-04 16:28:33.168
other;2017-02-04 16:28:33.188;2017-02-04 16:28:51.908
vacuumcleaner;2017-02-04 16:28:51.928;2017-02-04 16:31:36.188
other;2017-02-04 16:31:36.208;2017-02-04 16:31:47.828
absence;2017-02-04 16:31:47.848;2017-02-04 16:34:02.968
other;2017-02-04 16:34:02.988;2017-02-04 16:34:28.708
working;2017-02-04 16:34:28.728;2017-02-04 16:56:07.308
other;2017-02-04 16:56:07.328;2017-02-04 16:56:21.188
vacuumcleaner;2017-02-04 16:56:21.208;2017-02-04 16:58:35.828
other;2017-02-04 16:58:35.848;2017-02-04 16:58:53.288
watching tv;2017-02-04 16:58:53.308;2017-02-04 20:05:10.208
other;2017-02-04 20:05:10.228;2017-02-04 20:05:38.408
working;2017-02-04 20:05:38.428;2017-02-04 20:06:36.528
other;2017-02-04 20:06:36.548;2017-02-04 20:06:46.908
absence;2017-02-04 20:06:46.928;2017-02-04 20:20:04.388
other;2017-02-04 20:20:04.408;2017-02-04 20:20:46.668
working;2017-02-04 20:20:46.688;2017-02-04 21:58:45.568
other;2017-02-04 21:58:45.588;2017-02-04 21:59:27.448
cooking;2017-02-04 21:59:27.468;2017-02-04 22:31:31.308
other;2017-02-04 22:31:31.328;2017-02-04 22:31:46.148
eating;2017-02-04 22:31:46.168;2017-02-04 22:38:33.008
other;2017-02-04 22:38:33.028;2017-02-04 22:38:44.928
dishwashing;2017-02-04 22:38:44.948;2017-02-04 22:45:56.488
other;2017-02-04 22:45:56.508;2017-02-04 22:46:25.068
vacuumcleaner;2017-02-04 22:46:25.088;2017-02-04 22:48:37.628
other;2017-02-04 22:48:37.648;2017-02-04 22:48:49.228
absence;2017-02-04 22:48:49.248;2017-02-04 22:53:14.868
other;2017-02-04 22:53:14.888;2017-02-04 22:53:28.448
working;2017-02-04 22:53:28.468;2017-02-04 23:17:41.128
other;2017-02-04 23:17:41.148;2017-02-04 23:18:38.048
absence;2017-02-04 23:18:38.068;2017-02-04 23:21:13.108
other;2017-02-04 23:21:13.128;2017-02-04 23:23:40.448
absence;2017-02-04 23:23:40.468;2017-02-05 00:04:39.528
other;2017-02-05 00:04:39.548;2017-02-05 00:06:44.968
calling;2017-02-05 00:06:44.988;2017-02-05 00:17:52.848
other;2017-02-05 00:17:52.868;2017-02-05 00:18:21.168
working;2017-02-05 00:18:21.188;2017-02-05 00:19:35.048
other;2017-02-05 00:19:35.068;2017-02-05 00:20:01.808
watching tv;2017-02-05 00:20:01.828;2017-02-05 02:49:32.068
other;2017-02-05 02:49:32.088;2017-02-05 02:49:54.348
absence;2017-02-05 02:49:54.368;2017-02-05 08:36:15.948
other;2017-02-05 08:36:15.968;2017-02-05 08:36:28.648
working;2017-02-05 08:36:28.668;2017-02-05 08:41:36.828
other;2017-02-05 08:41:36.848;2017-02-05 08:41:53.648
cooking;2017-02-05 08:41:53.668;2017-02-05 08:53:40.888
other;2017-02-05 08:53:40.908;2017-02-05 08:53:51.608
eating;2017-02-05 08:53:51.628;2017-02-05 08:57:58.068
other;2017-02-05 08:57:58.088;2017-02-05 08:58:18.808
dishwashing;2017-02-05 08:58:18.828;2017-02-05 09:01:49.888
other;2017-02-05 09:01:49.908;2017-02-05 09:02:14.448
absence;2017-02-05 09:02:14.468;2017-02-05 09:20:19.328
other;2017-02-05 09:20:19.348;2017-02-05 09:20:30.568
vacuumcleaner;2017-02-05 09:20:30.588;2017-02-05 09:23:07.788
other;2017-02-05 09:23:07.808;2017-02-05 09:23:55.928
